Clave CT,Nombre CT,Clave Turno,Descripción Turno,Zona Escolar,Descripción Mpio.,Descripción Cat. Pob.,Longitud,Latitud,Docentes,Nivel,Modalidad
11ETV0314A,TELESECUNDARIA NUM. 319,1,Matutino,506,Manuel Doblado,R Rural,-101.86008,20.77631,1,SECUNDARIA,Telesecundaria Estatal
11ETV1098I,FRANCISCO GARIBAY GUTIERREZ,1,Matutino,546,Purísima del Rincón,U Urbana,-101.867276,20.993524,6,SECUNDARIA,Telesecundaria Estatal
11ETV0683U,TELESECUNDARIA NUM. 635,1,Matutino,506,Manuel Doblado,R Rural,-101.86755,20.82649,2,SECUNDARIA,Telesecundaria Estatal
11ETV0687Q,TELESECUNDARIA NUM. 685,1,Matutino,551,Pénjamo,R Rural,-101.869097,20.399916,5,SECUNDARIA,Telesecundaria Estatal
11ETV0137N,JOSE VASCONCELOS,1,Matutino,546,Purísima del Rincón,U Urbana,-101.86975,20.96411,2,SECUNDARIA,Telesecundaria Estatal
11ETV0590E,MIGUEL HIDALGO,1,Matutino,546,Purísima del Rincón,R Rural,-101.87009,21.07769,5,SECUNDARIA,Telesecundaria Estatal
11ETV0787P,TELESECUNDARIA NUM. 787,1,Matutino,551,Pénjamo,R Rural,-101.874364,20.372686,2,SECUNDARIA,Telesecundaria Estatal
11ETV0273R,TELESECUNDARIA NUM. 272,1,Matutino,551,Pénjamo,R Rural,-101.891333,20.298013,3,SECUNDARIA,Telesecundaria Estatal
11ETV0335N,HERMENEGILDO BUSTOS,1,Matutino,546,Purísima del Rincón,R Rural,-101.892,20.96972,1,SECUNDARIA,Telesecundaria Estatal
11ETV0535L,TELESECUNDARIA NUM. 524,1,Matutino,506,Manuel Doblado,R Rural,-101.89402,20.67113,4,SECUNDARIA,Telesecundaria Estatal
11ETV0374P,TELESECUNDARIA NUM. 375,1,Matutino,551,Pénjamo,R Rural,-101.897547,20.313755,2,SECUNDARIA,Telesecundaria Estatal
11ETV0129E,TELESECUNDARIA NUM. 140,1,Matutino,551,Pénjamo,R Rural,-101.900622,20.234836,4,SECUNDARIA,Telesecundaria Estatal
11ETV1106A,TELESECUNDARIA NUM. 1106,1,Matutino,506,Manuel Doblado,R Rural,-101.901111,20.814722,2,SECUNDARIA,Telesecundaria Estatal
11ETV0688P,DIEGO RIVERA,1,Matutino,546,Purísima del Rincón,R Rural,-101.90128,20.98628,2,SECUNDARIA,Telesecundaria Estatal
11ETV0667C,TELESECUNDARIA NUM. 650,1,Matutino,551,Pénjamo,R Rural,-101.90189,20.36939,2,SECUNDARIA,Telesecundaria Estatal
11ETV0198A,IGNACIO MANUEL ALTAMIRANO,1,Matutino,546,Purísima del Rincón,R Rural,-101.90567,20.82753,2,SECUNDARIA,Telesecundaria Estatal
11ETV0742T,TELESECUNDARIA NUM. 746,1,Matutino,551,Pénjamo,R Rural,-101.906383,20.213163,2,SECUNDARIA,Telesecundaria Estatal
11ETV0777I,TELESECUNDARIA NUM. 777,1,Matutino,506,Manuel Doblado,R Rural,-101.90715,20.74317,2,SECUNDARIA,Telesecundaria Estatal
11ETV0904O,JOSE MARIA BELAUNZARAN,1,Matutino,546,Purísima del Rincón,R Rural,-101.90789,20.94961,2,SECUNDARIA,Telesecundaria Estatal
11ETV0656X,TELESECUNDARIA NUM. 632,1,Matutino,506,Manuel Doblado,R Rural,-101.90835,20.6947,2,SECUNDARIA,Telesecundaria Estatal
11ETV0776J,TELESECUNDARIA NUM. 776,1,Matutino,506,Manuel Doblado,R Rural,-101.90962,20.732,1,SECUNDARIA,Telesecundaria Estatal
11ETV0964C,TELESECUNDARIA NUM. 964,1,Matutino,551,Pénjamo,R Rural,-101.911558,20.282647,1,SECUNDARIA,Telesecundaria Estatal
11ETV0658V,TELESECUNDARIA NUM. 634,1,Matutino,506,Manuel Doblado,R Rural,-101.91198,20.79438,1,SECUNDARIA,Telesecundaria Estatal
11ETV0334O,NIÑOS HEROES DE CHAPULTEPEC,1,Matutino,546,Purísima del Rincón,R Rural,-101.917102,20.925818,3,SECUNDARIA,Telesecundaria Estatal
11ETV0689O,SOR JUANA INES DE LA CRUZ,1,Matutino,546,Purísima del Rincón,R Rural,-101.91961,20.89875,2,SECUNDARIA,Telesecundaria Estatal
11ETV0138M,CARLOS MONSIVAIS,1,Matutino,546,Purísima del Rincón,R Rural,-101.9235,20.8842,2,SECUNDARIA,Telesecundaria Estatal
11ETV0327E,TELESECUNDARIA NUM. 332,1,Matutino,551,Pénjamo,R Rural,-101.93339,20.29683,2,SECUNDARIA,Telesecundaria Estatal
11ETV0666D,TELESECUNDARIA NUM. 651,1,Matutino,551,Pénjamo,R Rural,-101.9427,20.345519,3,SECUNDARIA,Telesecundaria Estatal
11ETV0331R,TELESECUNDARIA NUM. 337,1,Matutino,551,Pénjamo,R Rural,-101.946411,20.504008,2,SECUNDARIA,Telesecundaria Estatal
11ETV0938E,TELESECUNDARIA NUM. 938,1,Matutino,551,Pénjamo,R Rural,-101.946611,20.442713,3,SECUNDARIA,Telesecundaria Estatal
11ETV0560K,TELESECUNDARIA NUM. 559,1,Matutino,506,Manuel Doblado,U Urbana,-101.959358,20.72885,6,SECUNDARIA,Telesecundaria Estatal
11ETV0336M,EUFRASIA SIERRA CABRERA,1,Matutino,546,Purísima del Rincón,R Rural,-101.98003,20.88372,6,SECUNDARIA,Telesecundaria Estatal
11ETV0657W,TELESECUNDARIA NUM. 633,1,Matutino,506,Manuel Doblado,R Rural,-101.98233,20.76179,1,SECUNDARIA,Telesecundaria Estatal
11ETV1114J,TELESECUNDARIA NUM. 1114,1,Matutino,551,Pénjamo,R Rural,-101.982847,20.476211,2,SECUNDARIA,Telesecundaria Estatal
11ETV0275P,TELESECUNDARIA NUM. 273,1,Matutino,551,Pénjamo,R Rural,-101.9832,20.513065,2,SECUNDARIA,Telesecundaria Estatal
11ETV0136O,VICENTE GUERRERO,1,Matutino,546,Purísima del Rincón,R Rural,-101.98361,20.8637,2,SECUNDARIA,Telesecundaria Estatal
11ETV0029F,TELESECUNDARIA NUM. 50,1,Matutino,506,Manuel Doblado,R Rural,-101.99615,20.80025,3,SECUNDARIA,Telesecundaria Estatal
11ETV0743S,TELESECUNDARIA NUM. 747,1,Matutino,551,Pénjamo,R Rural,-102.00105,20.412311,3,SECUNDARIA,Telesecundaria Estatal
11ETV0332Q,TELESECUNDARIA NUM. 336,1,Matutino,551,Pénjamo,R Rural,-102.011006,20.451191,0,SECUNDARIA,Telesecundaria Estatal
11ETV0330S,TELESECUNDARIA NUM. 335,1,Matutino,551,Pénjamo,R Rural,-102.020828,20.399755,2,SECUNDARIA,Telesecundaria Estatal
11ETV0690D,CENTENARIO DE LA REVOLUCION MEXICANA,1,Matutino,546,Purísima del Rincón,R Rural,-102.06136,20.8203,0,SECUNDARIA,Telesecundaria Estatal
11ETV1073Z,TELESECUNDARIA NUM. 1073,1,Matutino,549,Atarjea,R Rural,-99.7042,21.253,0,SECUNDARIA,Telesecundaria Estatal
11ETV0883S,TELESECUNDARIA NUM. 883 FRIDA KAHLO,1,Matutino,549,Atarjea,U Urbana,-99.7174,21.268,0,SECUNDARIA,Telesecundaria Estatal
11ETV1062U,TELESECUNDARIA NUM. 1062,1,Matutino,549,Atarjea,R Rural,-99.7476,21.286,0,SECUNDARIA,Telesecundaria Estatal
11ETV0810Z,TELESECUNDARIA NUM. 810 MARIE Y PIERRE CURIE,1,Matutino,549,Atarjea,R Rural,-99.7841,21.3757,0,SECUNDARIA,Telesecundaria Estatal
11ETV0764E,TELESECUNDARIA NUM. 763,1,Matutino,557,Xichú,R Rural,-99.7841,21.42655,1,SECUNDARIA,Telesecundaria Estatal
11ETV0811Z,TELESECUNDARIA NUM. 811 ARTICULO 3RO CONSTITUCIONAL,1,Matutino,549,Atarjea,R Rural,-99.8069,21.2317,0,SECUNDARIA,Telesecundaria Estatal
11ETV1072A,TELESECUNDARIA NUM. 1072,1,Matutino,549,Atarjea,R Rural,-99.809691,21.193027,0,SECUNDARIA,Telesecundaria Estatal
11ETV0558W,TELESECUNDARIA NUM. 558 ISAAC NEWTON,1,Matutino,549,Atarjea,R Rural,-99.8283,21.17,1,SECUNDARIA,Telesecundaria Estatal
11ETV0627B,TELESECUNDARIA NUM. 680,1,Matutino,549,Atarjea,R Rural,-99.832,21.3177,2,SECUNDARIA,Telesecundaria Estatal
11ETV0977G,TELESECUNDARIA NUM. 977,1,Matutino,557,Xichú,R Rural,-99.849343,21.374988,0,SECUNDARIA,Telesecundaria Estatal
11ETV1045D,"TELESECUNDARIA NUM. 1045 ""LEONARDO DA VINCI""",1,Matutino,549,Atarjea,R Rural,-99.8631,21.2545,2,SECUNDARIA,Telesecundaria Estatal
11ETV0920F,"TELESECUNDARIA NUM. 920 ""GABRIEL GARCIA MARQUEZ""",1,Matutino,549,Atarjea,R Rural,-99.8703,21.1878,2,SECUNDARIA,Telesecundaria Estatal
11ETV0617V,TELESECUNDARIA NUM. 617,1,Matutino,557,Xichú,R Rural,-99.87889,21.29243,0,SECUNDARIA,Telesecundaria Estatal
11ETV0843R,TELESECUNDARIA NUM. 843,1,Matutino,557,Xichú,R Rural,-99.92307,21.22296,1,SECUNDARIA,Telesecundaria Estatal
11ETV0763F,TELESECUNDARIA NUM. 762,1,Matutino,557,Xichú,R Rural,-99.92319,21.2518,1,SECUNDARIA,Telesecundaria Estatal
11ETV1032Z,TELESECUNDARIA NUM. 1032,1,Matutino,557,Xichú,R Rural,-99.937394,21.393469,0,SECUNDARIA,Telesecundaria Estatal
11ETV0618U,TELESECUNDARIA NUM. 618,1,Matutino,557,Xichú,R Rural,-99.94709,21.32234,2,SECUNDARIA,Telesecundaria Estatal
11ETV0844Q,TELESECUNDARIA NUM. 844,1,Matutino,557,Xichú,R Rural,-99.966253,21.2845,0,SECUNDARIA,Telesecundaria Estatal
11ETV0940T,TELESECUNDARIA NUM. 940,1,Matutino,557,Xichú,R Rural,-99.99557,21.38788,0,SECUNDARIA,Telesecundaria Estatal
11ETV0960G,TELESECUNDARIA NUM. 960,1,Matutino,541,Jerécuaro,R Rural,-100.62126,20.16275,0,SECUNDARIA,Telesecundaria Estatal
11ETV0987N,TELESECUNDARIA NUM. 987,1,Matutino,545,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.836177,21.324174,1,SECUNDARIA,Telesecundaria Estatal
11ETV1044E,TELESECUNDARIA NUM. 1044,1,Matutino,545,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.90212,21.192694,2,SECUNDARIA,Telesecundaria Estatal
11ETV1050P,TELESECUNDARIA NUM. 1050,1,Matutino,536,Santa Cruz de Juventino Rosas,R Rural,-100.96528,20.64833,6,SECUNDARIA,Telesecundaria Estatal
11ETV0951Z,TELESECUNDARIA NUM. 951,1,Matutino,509,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-101.01844,21.134819,2,SECUNDARIA,Telesecundaria Estatal
11ETV0955V,FERNANDO LIZARDI,1,Matutino,510,Guanajuato,R Rural,-101.30093,20.95133,3,SECUNDARIA,Telesecundaria Estatal
11ETV0961F,TELESECUNDARIA NUM. 961,1,Matutino,514,León,R Rural,-101.55268,21.08431,3,SECUNDARIA,Telesecundaria Estatal
11ETV0407Q,TELESECUNDARIA NUM. 313,2,Vespertino,513,León,U Urbana,-101.667997,21.175236,21,SECUNDARIA,Telesecundaria Estatal
11ETV0802R,GUILLERMO GONZALEZ CAMARENA,1,Matutino,526,San Francisco del Rincón,R Rural,-101.71316,20.8418,2,SECUNDARIA,Telesecundaria Estatal
11ETV0796X,TELESECUNDARIA NUM. 796,1,Matutino,514,León,U Urbana,-101.71902,21.1285,9,SECUNDARIA,Telesecundaria Estatal
11ETV0800T,ANTONIO BECERRA,1,Matutino,546,Purísima del Rincón,R Rural,-101.79814,21.04853,2,SECUNDARIA,Telesecundaria Estatal
11ETV0801S,FRIDA KAHLO,1,Matutino,546,Purísima del Rincón,R Rural,-101.82178,21.07895,2,SECUNDARIA,Telesecundaria Estatal
11ETV0966A,TELESECUNDARIA NUM. 966,1,Matutino,529,Pénjamo,R Rural,-101.848842,20.258229,3,SECUNDARIA,Telesecundaria Estatal
11ETV0804P,QUETZALCOATL,1,Matutino,526,San Francisco del Rincón,R Rural,-101.84999,20.88036,2,SECUNDARIA,Telesecundaria Estatal
11PTV0005B,ROSA VIRGINIA PELLETIER,1,Matutino,528,León,U Urbana,-101.62311,21.09857,9,SECUNDARIA,Telesecundaria particular
11PTV0006A,TELESECUNDARIA NUM. 539,1,Matutino,513,León,U Urbana,-101.680695,21.120718,0,SECUNDARIA,Telesecundaria particular
11PTV0002E,COLEGIO LA SALLE LEON,1,Matutino,528,León,U Urbana,-101.69469,21.10741,7,SECUNDARIA,Telesecundaria particular
11PTV0001F,TELESECUNDARIA NUM. 40,1,Matutino,513,León,U Urbana,-101.69651,21.12535,7,SECUNDARIA,Telesecundaria particular
11KTV0075B,SECUNDARIA COMUNITARIA,1,Matutino,3,Xichú,R Rural,-100.046666,21.425555,1,SECUNDARIA,CONAFE
11KTV0048E,SECUNDARIA COMUNITARIA,1,Matutino,3,Xichú,R Rural,-100.05417,21.44639,1,SECUNDARIA,CONAFE
11KTV0047F,SECUNDARIA COMUNITARIA,1,Matutino,3,Xichú,R Rural,-100.06556,21.42722,1,SECUNDARIA,CONAFE
11KTV0058L,SECUNDARIA COMUNITARIA,1,Matutino,3,Xichú,R Rural,-100.072222,21.411388,1,SECUNDARIA,CONAFE
11KTV0073D,SECUNDARIA COMUNITARIA,1,Matutino,3,Tierra Blanca,R Rural,-100.095241,21.086933,1,SECUNDARIA,CONAFE
11KTV0178Y,SECUNDARIA COMUNITARIA,1,Matutino,3,Tierra Blanca,R Rural,-100.100027,20.972308,1,SECUNDARIA,CONAFE
11KTV0091T,SECUNDARIA COMUNITARIA,1,Matutino,3,Victoria,R Rural,-100.154444,21.406944,0,SECUNDARIA,CONAFE
11KTV0065V,SECUNDARIA COMUNITARIA,1,Matutino,3,San Luis de la Paz,R Rural,-100.225,21.605,1,SECUNDARIA,CONAFE
11KTV0074C,SECUNDARIA COMUNITARIA,1,Matutino,3,Victoria,R Rural,-100.235833,21.180833,1,SECUNDARIA,CONAFE
11KTV0060Z,SECUNDARIA COMUNITARIA,1,Matutino,3,Victoria,R Rural,-100.29694,21.38778,1,SECUNDARIA,CONAFE
11KTV0128Q,SECUNDARIA COMUNITARIA,1,Matutino,5,Jerécuaro,R Rural,-100.42111,20.29222,1,SECUNDARIA,CONAFE
11KTV0176Z,SECUNDARIA COMUNITARIA,1,Matutino,5,Jerécuaro,R Rural,-100.5125,20.16472,1,SECUNDARIA,CONAFE
11KTV0160Z,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.52834,20.86917,1,SECUNDARIA,CONAFE
11KTV0195O,SECUNDARIA COMUNITARIA,1,Matutino,5,Apaseo el Alto,R Rural,-100.565111,20.373374,,SECUNDARIA,CONAFE
11KTV0081M,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.573888,20.796111,1,SECUNDARIA,CONAFE
11KTV0161Y,SECUNDARIA COMUNITARIA,1,Matutino,5,Apaseo el Alto,R Rural,-100.58528,20.38333,1,SECUNDARIA,CONAFE
11KTV0149C,SECUNDARIA COMUNITARIA,1,Matutino,5,Apaseo el Grande,R Rural,-100.605047,20.625253,1,SECUNDARIA,CONAFE
11KTV0193Q,SECUNDARIA COMUNITARIA,1,Matutino,3,San Luis de la Paz,R Rural,-100.613914,21.473591,,SECUNDARIA,CONAFE
11KTV0107D,SECUNDARIA COMUNITARIA,1,Matutino,3,San Luis de la Paz,R Rural,-100.630555,21.461111,1,SECUNDARIA,CONAFE
11KTV0127R,SECUNDARIA COMUNITARIA,1,Matutino,5,Jerécuaro,R Rural,-100.637222,20.173611,1,SECUNDARIA,CONAFE
11KTV0119I,SECUNDARIA COMUNITARIA,1,Matutino,5,Acámbaro,R Rural,-100.651231,20.190768,1,SECUNDARIA,CONAFE
11KTV0172D,SECUNDARIA COMUNITARIA,1,Matutino,5,Jerécuaro,R Rural,-100.651986,20.326901,1,SECUNDARIA,CONAFE
11KTV0143I,SECUNDARIA COMUNITARIA,1,Matutino,5,Tarimoro,R Rural,-100.658925,20.373557,0,SECUNDARIA,CONAFE
11KTV0169Q,SECUNDARIA COMUNITARIA,1,Matutino,5,Tarimoro,R Rural,-100.675979,20.397421,1,SECUNDARIA,CONAFE
11KTV0164V,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.683285,21.022718,2,SECUNDARIA,CONAFE
11KTV0070G,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.683888,21.241944,0,SECUNDARIA,CONAFE
11KTV0133B,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.723371,21.17242,1,SECUNDARIA,CONAFE
11KTV0089E,SECUNDARIA COMUNITARIA,1,Matutino,2,San Diego de la Unión,R Rural,-100.74,21.5525,0,SECUNDARIA,CONAFE
11KTV0171E,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.76694,21.07222,1,SECUNDARIA,CONAFE
11KTV0044I,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.77338,21.32413,1,SECUNDARIA,CONAFE
11KTV0082L,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.773611,21.228611,1,SECUNDARIA,CONAFE
11KTV0071F,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.789166,21.184444,1,SECUNDARIA,CONAFE
11KTV0131D,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.81944,20.95528,0,SECUNDARIA,CONAFE
11KTV0192R,SECUNDARIA COMUNITARIA,1,Matutino,2,San Diego de la Unión,R Rural,-100.82777,21.52361,,SECUNDARIA,CONAFE
11KTV0189D,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.8525,21.15778,,SECUNDARIA,CONAFE
11KTV0041L,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.85833,21.06528,1,SECUNDARIA,CONAFE
11KTV0129P,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.86658,21.02872,0,SECUNDARIA,CONAFE
11KTV0055O,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.870833,21.318611,1,SECUNDARIA,CONAFE
11KTV0190T,SECUNDARIA COMUNITARIA,1,Matutino,4,Comonfort,R Rural,-100.87806,20.72064,,SECUNDARIA,CONAFE
11KTV0040M,SECUNDARIA COMUNITARIA,1,Matutino,4,Comonfort,R Rural,-100.9025,20.78694,1,SECUNDARIA,CONAFE
11KTV0194P,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.90334,20.90847,,SECUNDARIA,CONAFE
11KTV0180M,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.90806,20.9575,,SECUNDARIA,CONAFE
11KTV0165U,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-100.912294,21.63758,1,SECUNDARIA,CONAFE
11KTV0120Y,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.93139,21.21861,1,SECUNDARIA,CONAFE
11KTV0173C,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.93198,21.112621,1,SECUNDARIA,CONAFE
11KTV0138X,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.935917,20.816632,1,SECUNDARIA,CONAFE
11KTV0103H,SECUNDARIA COMUNITRARIA,1,Matutino,1,San Felipe,R Rural,-100.941666,21.658611,1,SECUNDARIA,CONAFE
11KTV0095P,SECUNDARIA COMUNITARIA,1,Matutino,2,San Diego de la Unión,R Rural,-100.946111,21.310833,1,SECUNDARIA,CONAFE
11KTV0059K,SECUNDARIA COMUNITARIA,1,Matutino,2,San Diego de la Unión,R Rural,-100.953611,21.401666,1,SECUNDARIA,CONAFE
11KTV0083K,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.958888,21.069722,1,SECUNDARIA,CONAFE
11KTV0117K,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.960555,20.866111,1,SECUNDARIA,CONAFE
11KTV0146F,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-100.96082,21.63001,3,SECUNDARIA,CONAFE
11KTV0163W,SECUNDARIA COMUNITARIA,1,Matutino,5,Santa Cruz de Juventino Rosas,R Rural,-100.972587,20.66303,1,SECUNDARIA,CONAFE
11KTV0152Q,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.982476,21.01609,2,SECUNDARIA,CONAFE
11KTV0137Y,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.98997,20.81866,1,SECUNDARIA,CONAFE
11KTV0130E,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-100.99565,20.87983,1,SECUNDARIA,CONAFE
11KTV0063X,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-100.995833,21.749166,0,SECUNDARIA,CONAFE
11KTV0072E,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.996111,21.087222,1,SECUNDARIA,CONAFE
11KTV0162X,SECUNDARIA COMUNITARIA,1,Matutino,5,Santa Cruz de Juventino Rosas,R Rural,-101.00278,20.57583,1,SECUNDARIA,CONAFE
11KTV0134A,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-101.01028,21.07333,1,SECUNDARIA,CONAFE
11KTV0179X,SECUNDARIA COMUNITARIA,1,Matutino,5,Santa Cruz de Juventino Rosas,R Rural,-101.020682,20.766573,1,SECUNDARIA,CONAFE
11KTV0147E,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.02863,21.55972,1,SECUNDARIA,CONAFE
11KTV0029Q,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-101.03306,21.29445,1,SECUNDARIA,CONAFE
11KTV0045H,SECUNDARIA COMUNITARIA,1,Matutino,5,Santa Cruz de Juventino Rosas,R Rural,-101.05055,20.79472,1,SECUNDARIA,CONAFE
11KTV0145G,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.05833,21.38439,2,SECUNDARIA,CONAFE
11KTV0148D,SECUNDARIA COMUNITARIA,1,Matutino,4,San Miguel de Allende,R Rural,-101.06253,20.821785,1,SECUNDARIA,CONAFE
11KTV0191S,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-101.067306,21.238629,,SECUNDARIA,CONAFE
11KTV0156M,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-101.068758,21.167776,1,SECUNDARIA,CONAFE
11KTV0050T,SECUNDARIA COMUNITARIA,1,Matutino,6,Salamanca,R Rural,-101.08611,20.81056,0,SECUNDARIA,CONAFE
11KTV0175A,SECUNDARIA COMUNITARIA,1,Matutino,5,Santa Cruz de Juventino Rosas,R Rural,-101.087779,20.721779,0,SECUNDARIA,CONAFE
11KTV0144H,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-101.091927,21.24885,1,SECUNDARIA,CONAFE
11KTV0113O,SECUNDARIA COMUNITARIA,1,Matutino,6,Uriangato,R Rural,-101.091944,20.091388,1,SECUNDARIA,CONAFE
11KTV0151R,SECUNDARIA COMUNITARIA,1,Matutino,6,Yuriria,R Rural,-101.0925,20.15139,1,SECUNDARIA,CONAFE
11KTV0157L,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.107777,21.262222,1,SECUNDARIA,CONAFE
11KTV0186G,SECUNDARIA COMUNITARIA,1,Matutino,2,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-101.110232,21.187294,,SECUNDARIA,CONAFE
11KTV0168R,SECUNDARIA COMUNITARIA,1,Matutino,6,Valle de Santiago,R Rural,-101.128259,20.454698,1,SECUNDARIA,CONAFE
11KTV0154O,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.13504,21.2673,1,SECUNDARIA,CONAFE
11KTV0035A,SECUNDARIA COMUNITARIA,1,Matutino,6,Salamanca,R Rural,-101.13834,20.79556,1,SECUNDARIA,CONAFE
11KTV0105F,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.153333,21.3575,1,SECUNDARIA,CONAFE
11KTV0155N,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.170216,21.53741,0,SECUNDARIA,CONAFE
11KTV0025U,SECUNDARIA COMUNITARIA,1,Matutino,6,Salamanca,R Rural,-101.17306,20.75945,1,SECUNDARIA,CONAFE
11KTV0118J,SECUNDARIA COMUNITARIA,1,Matutino,7,Guanajuato,R Rural,-101.178333,21.13,0,SECUNDARIA,CONAFE
11KTV0136Z,SECUNDARIA COMUNITARIA,1,Matutino,6,Yuriria,R Rural,-101.181403,20.191255,1,SECUNDARIA,CONAFE
11KTV0014O,SECUNDARIA COMUNITARIA,1,Matutino,7,Guanajuato,R Rural,-101.19972,21.13194,1,SECUNDARIA,CONAFE
11KTV0008D,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.20111,21.52361,1,SECUNDARIA,CONAFE
11KTV0153P,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.20972,21.76472,0,SECUNDARIA,CONAFE
11KTV0115M,SECUNDARIA COMUNITARIA,1,Matutino,6,Valle de Santiago,R Rural,-101.21,20.360555,3,SECUNDARIA,CONAFE
11KTV0177Z,SECUNDARIA COMUNITARIA,1,Matutino,6,Valle de Santiago,R Rural,-101.21699,20.332745,1,SECUNDARIA,CONAFE
11KTV0174B,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.232561,21.279981,1,SECUNDARIA,CONAFE
11KTV0010S,SECUNDARIA COMUNITARIA,1,Matutino,7,Guanajuato,R Rural,-101.24196,21.14232,1,SECUNDARIA,CONAFE
11KTV0123V,SECUNDARIA COMUNITARIA,1,Matutino,6,Yuriria,R Rural,-101.247504,20.216918,1,SECUNDARIA,CONAFE
11KTV0184I,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.248888,21.213386,,SECUNDARIA,CONAFE
11KTV0038Y,SECUNDARIA COMUNITARIA,1,Matutino,7,Guanajuato,R Rural,-101.25194,21.13528,1,SECUNDARIA,CONAFE
11KTV0170F,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.26894,21.217566,1,SECUNDARIA,CONAFE
11KTV0032D,SECUNDARIA COMUNITARIA,1,Matutino,1,San Felipe,R Rural,-101.28555,21.24611,0,SECUNDARIA,CONAFE
